aqi,city_name,city_url,co,crawl_time,date,level,no_2,o3,pm10,pm2_5,so_2,spider
,威海,https://www.aqistudy.cn/historydata/monthdata.php?city=威海,,,,,,,,,,
,吴江,https://www.aqistudy.cn/historydata/monthdata.php?city=吴江,,,,,,,,,,
,乌兰察布,https://www.aqistudy.cn/historydata/monthdata.php?city=乌兰察布,,,,,,,,,,
,乌鲁木齐,https://www.aqistudy.cn/historydata/monthdata.php?city=乌鲁木齐,,,,,,,,,,
,渭南,https://www.aqistudy.cn/historydata/monthdata.php?city=渭南,,,,,,,,,,
,万宁,https://www.aqistudy.cn/historydata/monthdata.php?city=万宁,,,,,,,,,,
,文山州,https://www.aqistudy.cn/historydata/monthdata.php?city=文山州,,,,,,,,,,
,武威,https://www.aqistudy.cn/historydata/monthdata.php?city=武威,,,,,,,,,,
,无锡,https://www.aqistudy.cn/historydata/monthdata.php?city=无锡,,,,,,,,,,
,温州,https://www.aqistudy.cn/historydata/monthdata.php?city=温州,,,,,,,,,,
,梧州,https://www.aqistudy.cn/historydata/monthdata.php?city=梧州,,,,,,,,,,
,吴忠,https://www.aqistudy.cn/historydata/monthdata.php?city=吴忠,,,,,,,,,,
,五指山,https://www.aqistudy.cn/historydata/monthdata.php?city=五指山,,,,,,,,,,
,兴安盟,https://www.aqistudy.cn/historydata/monthdata.php?city=兴安盟,,,,,,,,,,
,西安,https://www.aqistudy.cn/historydata/monthdata.php?city=西安,,,,,,,,,,
,宣城,https://www.aqistudy.cn/historydata/monthdata.php?city=宣城,,,,,,,,,,
,许昌,https://www.aqistudy.cn/historydata/monthdata.php?city=许昌,,,,,,,,,,
,襄阳,https://www.aqistudy.cn/historydata/monthdata.php?city=襄阳,,,,,,,,,,
,孝感,https://www.aqistudy.cn/historydata/monthdata.php?city=孝感,,,,,,,,,,
,迪庆州,https://www.aqistudy.cn/historydata/monthdata.php?city=迪庆州,,,,,,,,,,
,锡林郭勒盟,https://www.aqistudy.cn/historydata/monthdata.php?city=锡林郭勒盟,,,,,,,,,,
,厦门,https://www.aqistudy.cn/historydata/monthdata.php?city=厦门,,,,,,,,,,
,西宁,https://www.aqistudy.cn/historydata/monthdata.php?city=西宁,,,,,,,,,,
,咸宁,https://www.aqistudy.cn/historydata/monthdata.php?city=咸宁,,,,,,,,,,
,湘潭,https://www.aqistudy.cn/historydata/monthdata.php?city=湘潭,,,,,,,,,,
,邢台,https://www.aqistudy.cn/historydata/monthdata.php?city=邢台,,,,,,,,,,
,新乡,https://www.aqistudy.cn/historydata/monthdata.php?city=新乡,,,,,,,,,,
,咸阳,https://www.aqistudy.cn/historydata/monthdata.php?city=咸阳,,,,,,,,,,
,新余,https://www.aqistudy.cn/historydata/monthdata.php?city=新余,,,,,,,,,,
,信阳,https://www.aqistudy.cn/historydata/monthdata.php?city=信阳,,,,,,,,,,
,忻州,https://www.aqistudy.cn/historydata/monthdata.php?city=忻州,,,,,,,,,,
,徐州,https://www.aqistudy.cn/historydata/monthdata.php?city=徐州,,,,,,,,,,
,雅安,https://www.aqistudy.cn/historydata/monthdata.php?city=雅安,,,,,,,,,,
,延安,https://www.aqistudy.cn/historydata/monthdata.php?city=延安,,,,,,,,,,
,延边州,https://www.aqistudy.cn/historydata/monthdata.php?city=延边州,,,,,,,,,,
,宜宾,https://www.aqistudy.cn/historydata/monthdata.php?city=宜宾,,,,,,,,,,
,伊春,https://www.aqistudy.cn/historydata/monthdata.php?city=伊春,,,,,,,,,,
,银川,https://www.aqistudy.cn/historydata/monthdata.php?city=银川,,,,,,,,,,
,宜春,https://www.aqistudy.cn/historydata/monthdata.php?city=宜春,,,,,,,,,,
,宜昌,https://www.aqistudy.cn/historydata/monthdata.php?city=宜昌,,,,,,,,,,
,盐城,https://www.aqistudy.cn/historydata/monthdata.php?city=盐城,,,,,,,,,,
,运城,https://www.aqistudy.cn/historydata/monthdata.php?city=运城,,,,,,,,,,
,云浮,https://www.aqistudy.cn/historydata/monthdata.php?city=云浮,,,,,,,,,,
,阳江,https://www.aqistudy.cn/historydata/monthdata.php?city=阳江,,,,,,,,,,
,营口,https://www.aqistudy.cn/historydata/monthdata.php?city=营口,,,,,,,,,,
,玉林,https://www.aqistudy.cn/historydata/monthdata.php?city=玉林,,,,,,,,,,
,榆林,https://www.aqistudy.cn/historydata/monthdata.php?city=榆林,,,,,,,,,,
,伊犁哈萨克州,https://www.aqistudy.cn/historydata/monthdata.php?city=伊犁哈萨克州,,,,,,,,,,
,阳泉,https://www.aqistudy.cn/historydata/monthdata.php?city=阳泉,,,,,,,,,,
,玉树州,https://www.aqistudy.cn/historydata/monthdata.php?city=玉树州,,,,,,,,,,
,烟台,https://www.aqistudy.cn/historydata/monthdata.php?city=烟台,,,,,,,,,,
,鹰潭,https://www.aqistudy.cn/historydata/monthdata.php?city=鹰潭,,,,,,,,,,
,义乌,https://www.aqistudy.cn/historydata/monthdata.php?city=义乌,,,,,,,,,,
,宜兴,https://www.aqistudy.cn/historydata/monthdata.php?city=宜兴,,,,,,,,,,
,玉溪,https://www.aqistudy.cn/historydata/monthdata.php?city=玉溪,,,,,,,,,,
,益阳,https://www.aqistudy.cn/historydata/monthdata.php?city=益阳,,,,,,,,,,
,岳阳,https://www.aqistudy.cn/historydata/monthdata.php?city=岳阳,,,,,,,,,,
,永州,https://www.aqistudy.cn/historydata/monthdata.php?city=永州,,,,,,,,,,
,扬州,https://www.aqistudy.cn/historydata/monthdata.php?city=扬州,,,,,,,,,,
,淄博,https://www.aqistudy.cn/historydata/monthdata.php?city=淄博,,,,,,,,,,
,自贡,https://www.aqistudy.cn/historydata/monthdata.php?city=自贡,,,,,,,,,,
,珠海,https://www.aqistudy.cn/historydata/monthdata.php?city=珠海,,,,,,,,,,
,镇江,https://www.aqistudy.cn/historydata/monthdata.php?city=镇江,,,,,,,,,,
,湛江,https://www.aqistudy.cn/historydata/monthdata.php?city=湛江,,,,,,,,,,
,诸暨,https://www.aqistudy.cn/historydata/monthdata.php?city=诸暨,,,,,,,,,,
,张家港,https://www.aqistudy.cn/historydata/monthdata.php?city=张家港,,,,,,,,,,
,张家界,https://www.aqistudy.cn/historydata/monthdata.php?city=张家界,,,,,,,,,,
,张家口,https://www.aqistudy.cn/historydata/monthdata.php?city=张家口,,,,,,,,,,
,周口,https://www.aqistudy.cn/historydata/monthdata.php?city=周口,,,,,,,,,,
,驻马店,https://www.aqistudy.cn/historydata/monthdata.php?city=驻马店,,,,,,,,,,
,章丘,https://www.aqistudy.cn/historydata/monthdata.php?city=章丘,,,,,,,,,,
,肇庆,https://www.aqistudy.cn/historydata/monthdata.php?city=肇庆,,,,,,,,,,
,舟山,https://www.aqistudy.cn/historydata/monthdata.php?city=舟山,,,,,,,,,,
,中山,https://www.aqistudy.cn/historydata/monthdata.php?city=中山,,,,,,,,,,
,昭通,https://www.aqistudy.cn/historydata/monthdata.php?city=昭通,,,,,,,,,,
,中卫,https://www.aqistudy.cn/historydata/monthdata.php?city=中卫,,,,,,,,,,
,招远,https://www.aqistudy.cn/historydata/monthdata.php?city=招远,,,,,,,,,,
,资阳,https://www.aqistudy.cn/historydata/monthdata.php?city=资阳,,,,,,,,,,
,张掖,https://www.aqistudy.cn/historydata/monthdata.php?city=张掖,,,,,,,,,,
,遵义,https://www.aqistudy.cn/historydata/monthdata.php?city=遵义,,,,,,,,,,
,郑州,https://www.aqistudy.cn/historydata/monthdata.php?city=郑州,,,,,,,,,,
,漳州,https://www.aqistudy.cn/historydata/monthdata.php?city=漳州,,,,,,,,,,
,株洲,https://www.aqistudy.cn/historydata/monthdata.php?city=株洲,,,,,,,,,,
,枣庄,https://www.aqistudy.cn/historydata/monthdata.php?city=枣庄,,,,,,,,,,
