aqi,city_name,city_url,co,crawl_time,date,level,no_2,o3,pm10,pm2_5,so_2,spider
,吐鲁番地区,https://www.aqistudy.cn/historydata/monthdata.php?city=吐鲁番地区,,,,,,,,,,
,铜仁地区,https://www.aqistudy.cn/historydata/monthdata.php?city=铜仁地区,,,,,,,,,,
,唐山,https://www.aqistudy.cn/historydata/monthdata.php?city=唐山,,,,,,,,,,
,天水,https://www.aqistudy.cn/historydata/monthdata.php?city=天水,,,,,,,,,,
,太原,https://www.aqistudy.cn/historydata/monthdata.php?city=太原,,,,,,,,,,
,台州,https://www.aqistudy.cn/historydata/monthdata.php?city=台州,,,,,,,,,,
,泰州,https://www.aqistudy.cn/historydata/monthdata.php?city=泰州,,,,,,,,,,
,文昌,https://www.aqistudy.cn/historydata/monthdata.php?city=文昌,,,,,,,,,,
,文登,https://www.aqistudy.cn/historydata/monthdata.php?city=文登,,,,,,,,,,
,潍坊,https://www.aqistudy.cn/historydata/monthdata.php?city=潍坊,,,,,,,,,,
,瓦房店,https://www.aqistudy.cn/historydata/monthdata.php?city=瓦房店,,,,,,,,,,
,武汉,https://www.aqistudy.cn/historydata/monthdata.php?city=武汉,,,,,,,,,,
,乌海,https://www.aqistudy.cn/historydata/monthdata.php?city=乌海,,,,,,,,,,
,芜湖,https://www.aqistudy.cn/historydata/monthdata.php?city=芜湖,,,,,,,,,,
